id,pred_frame,true_frame
525089|GCF_002335745.1|NZ_NIST01000001.1_cds_WP_096186432.1_940|0|3,3,3
738987|GCF_014648435.1|NZ_BMRC01000010.1_cds_WP_308427309.1_5050|0S|-1,-1,-1
6413|None|BAXA01000006.1_cds_GAK08250.1_2118|0|-2,-2,-2
241810|None|BKAG01000041.1_cds_GEP45093.1_4384|0S|-3,-3,-3
321312|None|CP039766.1_cds_QHR20822.1_480|0|-1,-1,-1
475179|GCF_003439255.1|NZ_QSVB01000009.1_cds_WP_243000750.1_2992|0S|-2,-2,-2
604898|GCF_022136625.1|NZ_JAKNFO010000002.1_cds_WP_004850265.1_1052|0|-2,-2,-2
749222|GCF_000971155.1|NZ_BBLX01000003.1_cds_WP_228373776.1_1870|0S|-3,-3,-3
495804|None|BONB01000051.1_cds_GIF51458.1_5997|0|2,2,2
479814|None|JAHQUW010000050.1_cds_MBU9904739.1_2275|0|1,1,1
372613|None|FRBS01000002.1_cds_SHL32125.1_1661|0|3,3,3
823925|GCF_019209835.1|NZ_JAHUTS010000005.1_cds_WP_218358031.1_3870|0S|2,2,2
805221|GCF_029542625.1|NZ_CP120733.1_cds_WP_319023182.1_2105|0|1,1,1
215353|GCF_016696765.1|NZ_CP065313.1_cds_WP_066594150.1_955|0|-2,-2,-2
26464|GCF_014349155.1|NZ_JACSIT010000050.1_cds_WP_187465208.1_536|0|-3,-3,-3
421802|None|CP072598.1_cds_QTO54071.1_3182|0|3,3,3
758518|GCF_900205965.1|NZ_OAOF01000011.1_cds_WP_097005130.1_1713|0S|1,1,1
702248|None|VZBS01000052.1_cds_MQN98267.1_1905|0|-3,-3,-3
562417|GCF_008180855.1|NZ_VTEY01000001.1_cds_WP_148968069.1_1036|0|3,3,3
775018|GCF_018129095.1|NZ_JAAGBC010000030.1_cds_WP_211883628.1_3774|0|-2,-2,-2
376398|None|FRBS01000003.1_cds_SHL44924.1_3623|0|-3,-3,-3
157053|GCF_003843875.1|NZ_RKRF01000007.1_cds_WP_124220053.1_757|0|-2,-2,-2
407183|None|VZCI01000068.1_cds_MQN58273.1_2377|0|1,1,1
562067|GCF_008180855.1|NZ_VTEY01000001.1_cds_WP_148967856.1_781|0|2,2,2
956248|None|JADYTY010000001.1_cds_MCF2599972.1_547|0|1,1,1
253965|GCF_038066715.1|NZ_JBBUKT010000017.1_cds_WP_341408004.1_5409|0|-2,-2,-2
791062|GCF_000971215.1|NZ_BBMA01000004.1_cds_WP_062520518.1_1421|0S|-3,-3,-3
604081|GCF_022136625.1|NZ_JAKNFO010000001.1_cds_WP_004851164.1_389|0S|-1,-1,-1
42121|GCF_012769535.1|NZ_CP046565.1_cds_WP_169601168.1_22|0|-3,-3,-3
134282|None|VSFC01000023.1_cds_TYA57292.1_418|0|-1,-1,-1
143562|None|CP141026.1_cds_WQQ03783.1_578|0S|-1,-1,-1
242507|GCF_022602235.1|NZ_JAKZKG010000014.1_cds_WP_214218298.1_581|0|-1,-1,-1
264705|GCF_009810475.1|NZ_BLHI01000001.1_cds_WP_017532960.1_113|0|-3,-3,-3
204434|None|JAJCJQ010000016.1_cds_MCB6961338.1_959|0|-2,-2,-2
810013|None|BRLB01000012.1_cds_GKX30859.1_3339|0|3,3,3
687233|None|CP157793.1_cds_XBQ03375.1_3528|0|1,1,1
940215|None|JANBBG010000004.1_cds_MCR3719549.1_1484|0|1,1,1
544036|None|CP002042.1_cds_ADH63095.1_1147|0|1,1,1
978819|GCF_019125875.1|NZ_JAHOCB010000015.1_cds_WP_003536170.1_496|0|2,2,2
51757|GCF_003987065.1|NZ_PIPY01000003.1_cds_WP_126754013.1_1279|0S|1,1,1
95824|GCF_014287705.1|NZ_JACOOY010000003.1_cds_WP_117537506.1_594|0S|3,3,3
488805|None|CP141041.1_cds_WQQ16406.1_273|0|2,2,2
814703|None|JAMOHY010000002.1_cds_MCQ4240423.1_427|0|-2,-2,-2
899822|None|CP022987.1_cds_QAA93268.1_987|0|1,1,1
292500|GCF_014698755.1|NZ_JACJTO010000017.1_cds_WP_190386489.1_845|0|-3,-3,-3
34984|GCF_011764425.1|NZ_BLPF01000001.1_cds_WP_173052398.1_17|0|-2,-2,-2
602609|None|CP051180.1_cds_QIZ76165.1_794|0|2,2,2
664911|GCF_000736515.1|NZ_JDSI01000015.1_cds_WP_037360944.1_2012|0|-3,-3,-3
217800|None|CP101517.1_cds_UTV37205.1_486|0|1,1,1
19890|GCF_039529795.1|NZ_BAAANM010000031.1_cds_WP_275822267.1_6791|0|3,3,3
989576|None|JAJNGV010000003.1_cds_MCD2351628.1_2819|0|1,1,1
525492|GCF_002335745.1|NZ_NIST01000001.1_cds_WP_407081101.1_1899|0|-1,-1,-1
80542|GCF_002865465.1|NZ_NIHP01000007.1_cds_WP_009245235.1_2983|0|2,2,2
934604|GCF_003459645.1|NZ_QRWM01000007.1_cds_WP_003535897.1_3418|0S|-2,-2,-2
246321|None|JADWYS010000001.1_cds_MBG9389234.1_2858|0S|1,1,1
904723|GCF_963865715.1|NZ_CAWMCW010000402.1_cds_WP_007308241.1_2180|0|-2,-2,-2
372819|None|FRBS01000002.1_cds_SHL34702.1_1776|0|2,2,2
570989|None|BMFC01000002.1_cds_GGB95983.1_1084|0|2,2,2
934410|GCF_003459645.1|NZ_QRWM01000038.1_cds_WP_003534511.1_2622|0|2,2,2
545859|None|CYPW01000027.1_cds_CUH53414.1_2841|0|-2,-2,-2
711500|GCF_019702405.1|NZ_JAHHFP010000020.1_cds_WP_023446343.1_2250|0|3,3,3
39995|GCF_019904275.1|NZ_CP063204.1_cds_WP_255584640.1_825|0|-1,-1,-1
85865|None|CP102288.1_cds_UWP51748.1_2063|0|-1,-1,-1
453396|GCF_011044175.1|NZ_CP049057.1_cds_WP_164679042.1_1065|0S|1,1,1
769491|GCF_008327685.1|NZ_BDDE01000018.1_cds_WP_149262280.1_5869|0|-3,-3,-3
168185|GCF_030127535.1|NZ_JANXKX010000006.1_cds_WP_057974336.1_1254|0|-3,-3,-3
484932|None|CP058707.1_cds_QLH45351.1_1356|0|1,1,1
722243|GCF_002868715.1|NZ_PKLZ01000015.1_cds_WP_101522667.1_1373|0|-2,-2,-2
296665|GCF_014698755.1|NZ_JACJTO010000056.1_cds_WP_190388034.1_3170|0|3,3,3
104115|None|BSPX01000029.1_cds_GLT22671.1_2122|0SS|3,3,3
275639|GCF_039537855.1|NZ_BAABBH010000001.1_cds_WP_263412567.1_2563|0|2,2,2
354641|GCF_030296595.1|NZ_AP027731.1_cds_WP_286278899.1_1498|0|-2,-2,-2
596679|GCF_027923465.1|NZ_BRLB01000001.1_cds_WP_281812596.1_875|0S|-1,-1,-1
811605|None|CP116499.1_cds_WMC20321.1_73|0|-3,-3,-3
296247|GCF_014698755.1|NZ_JACJTO010000005.1_cds_WP_190385029.1_2927|0|-1,-1,-1
858376|GCF_025532145.1|NZ_ARXS01000008.1_cds_WP_262460186.1_4127|0|-1,-1,-1
274463|GCF_004360145.1|NZ_ML178712.1_cds_WP_133485435.1_630|0|-2,-2,-2
457403|GCF_000381545.1|NZ_KB906701.1_cds_WP_019600528.1_4020|0S|-2,-2,-2
58647|None|CP116498.1_cds_WMC17489.1_45|0S|3,3,3
535665|GCF_900141865.1|NZ_FQYW01000014.1_cds_WP_039206609.1_1136|0|-3,-3,-3
544178|None|CP002042.1_cds_ADH63659.1_1711|0S|2,2,2
188521|GCF_032164355.1|NZ_CP134402.1_cds_WP_313796636.1_3749|0|-2,-2,-2
936242|None|MKQD01000017.1_cds_OKY27568.1_588|0S|2,2,2
581387|GCF_016899535.1|NZ_JACJIX010000019.1_cds_H6A36_RS06210_560|0|2,2,2
55125|None|NHSA01000012.1_cds_MBK5910319.1_451|0S|2,2,2
778813|GCF_003473265.1|NZ_QRMN01000022.1_cds_WP_008782176.1_1579|0|-3,-3,-3
303003|None|CP143549.1_cds_WWR20159.1_312|0|3,3,3
93103|None|JACZDT010000005.1_cds_MBH0171084.1_3661|0|3,3,3
880043|None|JAHOBL010000074.1_cds_MBV3163976.1_3269|0|-2,-2,-2
371311|None|FRBS01000001.1_cds_SHL12303.1_974|0|-1,-1,-1
706727|GCF_014895535.1|NZ_JADBID010000001.1_cds_WP_091275370.1_2993|0S|-1,3,-1
44767|GCF_000238075.1|NZ_JH414505.1_cds_WP_009537266.1_1503|0|-3,-3,-3
370020|None|FRBS01000001.1_cds_SHK96915.1_241|0|-1,-1,-1
554691|GCF_013283115.1|NZ_WBXW01000011.1_cds_WP_371734700.1_979|0|2,2,2
844769|GCF_900116565.1|NZ_FPCJ01000001.1_cds_WP_177224125.1_1204|0|3,3,3
186591|GCF_032164355.1|NZ_CP134402.1_cds_WP_313797930.1_1895|0|-1,-1,-1
906361|GCF_037056955.1|NZ_CP124281.1_cds_QJR37_RS13175_2582|0SS|-3,-3,-3
303998|GCF_003577475.1|NZ_QPEP01000002.1_cds_WP_325048579.1_1597|0|2,2,2
522233|None|NBAX01000010.1_cds_PNP92620.1_400|0|3,3,3
475329|GCF_000331535.1|NZ_AMZN01000015.1_cds_WP_009578643.1_1066|0|3,3,3
620396|None|CP069620.1_cds_UZH54638.1_2301|0|-1,-1,-1
867956|GCF_014196455.1|NZ_JACIDS010000006.1_cds_WP_183401005.1_4330|0|-2,-2,-2
614119|GCF_029834475.1|NZ_CP122407.1_cds_WP_279764937.1_1357|0|-3,-3,-3
504637|None|CP037899.1_cds_QDQ42217.1_954|0|-3,-3,-3
44072|GCF_000238075.1|NZ_JH414504.1_cds_WP_009536057.1_112|0|2,2,2
579456|GCF_020423365.1|NZ_JAERUG010000003.1_cds_WP_013954682.1_431|0SS|-3,-3,-3
99379|GCF_018128945.1|NZ_CP068393.1_cds_WP_179217451.1_1107|0|1,-1,1
19346|GCF_039529795.1|NZ_BAAANM010000009.1_cds_WP_275818971.1_3204|0S|-3,-3,-3
595152|GCF_011440395.1|NZ_JAAOIX010000005.1_cds_WP_166164830.1_3235|0S|-2,-2,-2
268825|GCF_009810475.1|NZ_BLHI01000006.1_cds_WP_010874708.1_617|0|-2,-2,-2
697421|GCF_016862495.1|NZ_BONB01000089.1_cds_WP_116066873.1_7449|0|2,2,2
973323|GCF_039542095.1|NZ_BAABHM010000010.1_cds_WP_253873534.1_1942|0|-1,-1,-1
772019|GCF_030815145.1|NZ_JAUSWJ010000001.1_cds_WP_266279895.1_1817|0S|-1,-1,-1
477591|None|FNHY01000003.1_cds_SDN03618.1_1559|0|3,3,3
264169|GCF_009810475.1|NZ_BLHI01000001.1_cds_GVL36_RS00240_44|0|2,3,2
61920|None|CP116498.1_cds_MEJ64_01145_199|0S|3,3,3
682195|None|SNAA01000002.1_cds_TDL83598.1_1839|0|3,3,3
38423|None|QUSW01000003.1_cds_RQP24363.1_3325|0|-1,-1,-1
827590|GCF_014712745.1|NZ_JACXRZ010000001.1_cds_WP_191049502.1_1771|0|3,3,3
762790|None|JANGDO010000004.1_cds_MCQ5256249.1_2320|0|1,1,1
490599|None|CP141041.1_cds_WQQ16024.1_635|0|-2,-2,-2
347717|None|CP107525.1_cds_UZW64781.1_345|0|1,1,1
320785|None|CP039766.1_cds_QHR20790.1_442|0|-3,-3,-3
451866|None|JAKRMM010000001.1_cds_MCG7301904.1_465|0S|1,1,1
412187|None|SIUB01000007.1_cds_TBN48746.1_3084|0S|2,2,2
341920|GCF_024436435.1|NZ_JAFMZP010000004.1_cds_WP_256011796.1_3403|0S|-2,-2,-2
331818|GCF_025138255.1|NZ_CP080780.1_cds_WP_055189631.1_1881|0|-2,-2,-2
465757|GCF_002777875.1|NZ_MEIW01000118.1_cds_WP_100116954.1_1917|0|-1,-1,-1
942183|None|CAJEWA010000004.1_cds_CAD2071465.1_246|0S|3,3,3
452446|GCF_024346195.1|NZ_JAGQCM010000002.1_cds_WP_094587648.1_1312|0|3,3,3
994501|GCF_002075085.1|NZ_LKAS01000002.1_cds_WP_080873029.1_415|0|1,1,1
220481|None|JANDJP010000013.1_cds_MDF9914493.1_279|0|-2,-2,-2
405320|GCF_008690275.1|NZ_VWNE01000015.1_cds_WP_141815283.1_879|0S|3,3,3
468296|GCF_040093855.1|NZ_JBBNIX010000006.1_cds_WP_349179861.1_2363|0|-3,-3,-3
309366|None|PIWO01000016.1_cds_PKE58337.1_466|0|2,2,2
408261|GCF_001715105.1|NZ_KV766002.1_cds_WP_081311082.1_591|0SS|3,3,3
261093|None|CP002629.1_cds_AEB10165.1_2266|0S|1,1,1
886148|GCF_900108495.1|NZ_FNWT01000002.1_cds_WP_078686926.1_584|0|-1,-1,-1
404031|None|JACXRZ010000002.1_cds_MBD3141730.1_1895|0|-3,-3,-3
640610|None|CP076020.1_cds_KHQ88_05180_1017|0|-2,-2,-2
473643|GCF_003439255.1|NZ_QSVB01000002.1_cds_WP_005335481.1_1529|0|-2,-2,-2
665770|None|AQQV01000001.1_cds_ORE88346.1_137|0S|3,3,3
139716|GCF_021532045.1|NZ_JADYUQ010000021.1_cds_WP_073963356.1_1191|0|-1,-1,-1
450568|GCF_014192335.1|NZ_JACHXU010000030.1_cds_WP_390854704.1_5443|0S|-1,-1,-1
172734|GCF_003471195.1|NZ_QRIN01000066.1_cds_WP_118201471.1_2614|0|-1,-1,-1
52640|GCF_037023755.1|NZ_CP146100.1_cds_WP_338599907.1_587|0S|1,-1,1
919923|None|JAAINW010000015.1_cds_NSE13700.1_577|0|-2,-2,-2
564908|GCF_008180855.1|NZ_VTEY01000004.1_cds_WP_148969404.1_2978|0S|-2,-2,-2
774123|None|QOHG01000009.1_cds_RBY85300.1_4434|0|-1,-1,-1
779481|GCF_003473265.1|NZ_QRMN01000044.1_cds_WP_005936685.1_2829|0|-2,-2,-2
434964|GCF_002751875.1|NZ_NMZM01000006.1_cds_WP_158234160.1_2847|0|1,1,1
700409|None|VZBS01000073.1_cds_MQN98920.1_1133|0|2,2,2
633007|GCF_000826655.1|NZ_JXJO01000009.1_cds_WP_040279106.1_3492|0|1,1,1
566761|GCF_008180855.1|NZ_VTEY01000007.1_cds_WP_148970633.1_4321|0|1,1,1
231220|None|QVLY01000002.1_cds_RGE88365.1_1388|0S|-2,-2,-2
752509|GCF_013301065.1|NZ_JAAINV010000006.1_cds_WP_118719886.1_2902|0|2,2,2
242633|GCF_022602235.1|NZ_JAKZKG010000016.1_cds_WP_241597108.1_682|0|-2,-2,-2
523348|None|JAQZDX010000001.1_cds_PUW86_00480_87|0|3,3,3
757059|None|JADYUQ010000004.1_cds_MCF2691818.1_2374|0|-1,-1,-1
63561|GCF_013138395.1|NZ_CP053315.1_cds_WP_095329772.1_4256|0|-2,-2,-2
216198|GCF_016696765.1|NZ_CP065313.1_cds_WP_066592082.1_2538|0|-1,-1,-1
844526|GCF_900116565.1|NZ_FPCJ01000001.1_cds_WP_092460902.1_753|0|-3,-3,-3
590576|None|QTMI01000004.1_cds_RJV44647.1_2118|0|-2,-2,-2
768390|GCF_002210105.1|NZ_AQQU01000008.1_cds_WP_088625610.1_4757|0S|3,3,3
370521|None|FRBS01000001.1_cds_SHL02997.1_533|0|3,3,3
381967|GCF_030284695.1|NZ_JASUZX010000001.1_cds_WP_258921633.1_1154|0|3,3,3
86702|None|MDUY01000022.1_cds_PIT09907.1_1011|0|3,3,3
884422|GCF_016827605.1|NZ_JAEPJQ010000002.1_cds_WP_203256788.1_1253|0S|-3,-3,-3
44350|GCF_000238075.1|NZ_JH414504.1_cds_WP_009536581.1_710|0|1,1,1
368819|None|CAUZLH010000009.1_cds_CAK1244099.1_1330|0|3,3,3
621709|None|ANMO01000055.1_cds_EMB18256.1_1014|0|-3,-3,-3
324200|None|CP039766.1_cds_QHR21040.1_729|0|3,3,3
979908|GCF_009944335.1|NZ_CP039780.1_cds_WP_010874375.1_18|0S|2,2,2
756037|None|JADYUQ010000013.1_cds_MCF2692732.1_390|0|-1,-1,-1
502690|GCF_003725335.1|NZ_QIBY01000001.1_cds_WP_123184541.1_106|0|2,2,2
608844|GCF_014779565.1|NZ_JACXZU010000003.1_cds_WP_308700487.1_385|0S|3,3,3
893099|GCF_014218805.1|NZ_JACJUV010000001.1_cds_WP_185235159.1_3092|0S|3,3,3
199186|GCF_001932535.1|NZ_CP017810.1_cds_WP_075272924.1_820|0|-1,-1,-1
345056|GCF_035917015.1|NZ_JAPFBT010000001.1_cds_WP_131904401.1_666|0SS|-3,-3,-3
995533|GCF_900660565.1|NZ_LR214992.1_cds_WP_011206347.1_316|0|3,-1,3
328766|None|JAABOZ010000002.1_cds_NDI48307.1_2615|0|-3,-3,-3
986892|None|JAPFBT010000002.1_cds_MEC4744015.1_1153|0|-1,-1,-1
148909|GCF_012933545.1|NZ_JAADJU010000011.1_cds_WP_169404675.1_989|0|-1,-1,-1
637122|None|CP076020.1_cds_QWC00405.1_430|0S|3,3,3
813991|GCF_024461385.1|NZ_JANFZP010000018.1_cds_WP_032946110.1_966|0S|3,3,3
457037|GCF_000381545.1|NZ_KB906678.1_cds_WP_026333639.1_1799|0S|2,2,2
714774|GCF_015356825.1|NZ_JAACYW010000153.1_cds_WP_194915564.1_2089|0|3,3,3
124581|GCF_021919345.1|NZ_CP089293.1_cds_WP_189076120.1_728|0S|1,1,1
913250|GCF_033100255.1|NZ_CP136923.1_cds_WP_306393591.1_4690|0|-2,-2,-2
435707|None|NBXE01000002.1_cds_RFA29591.1_194|0SS|1,1,1
218600|None|CP101517.1_cds_UTV35935.1_3049|0|2,2,2
610703|GCF_015547135.1|NZ_JADMUL010000023.1_cds_WP_195191515.1_919|0|-3,-3,-3
266649|GCF_009810475.1|NZ_BLHI01000003.1_cds_WP_010874424.1_333|0|-2,-2,-2
756105|None|JADYUQ010000015.1_cds_MCF2692882.1_543|0|-2,-2,-2
149145|GCF_012933545.1|NZ_JAADJU010000014.1_cds_WP_169405146.1_1475|0S|2,2,2
184473|None|MTKN01000059.1_cds_OMP75927.1_5532|0|3,3,3
367288|GCF_027692705.1|NZ_JAQEYH010000007.1_cds_WP_270599825.1_1997|0|-2,-2,-2
777570|None|JAEPKU010000004.1_cds_MBK5719629.1_2718|0|1,1,1
49891|GCF_039533065.1|NZ_BAAASV010000002.1_cds_WP_246046233.1_941|0|1,1,1
138765|None|VSFC01000032.1_cds_TYA55942.1_2477|0|-1,-1,-1
422446|None|BAABKQ010000001.1_cds_GAA4805262.1_501|0|2,2,2
405604|GCF_008690275.1|NZ_VWNE01000020.1_cds_WP_128768454.1_1584|0|-2,-2,-2
498310|GCF_028736955.1|NZ_JAQZDX010000002.1_cds_WP_274263175.1_238|0|-1,-1,-1
26404|GCF_014349155.1|NZ_JACSIT010000037.1_cds_WP_187464925.1_244|0|3,3,3
827101|None|GL891988.1_cds_EGK00330.1_3469|0|2,2,2
522038|GCF_000515395.1|NZ_KI911782.1_cds_WP_157553542.1_5163|0|3,3,3
349412|None|JAVDSH010000002.1_cds_MDR6637618.1_1240|0|-2,-2,-2
29957|GCF_000382125.1|NZ_KB907554.1_cds_WP_240473060.1_3210|0S|-2,-2,-2
972549|GCF_030409775.1|NZ_JAUFQM010000001.1_cds_WP_160613045.1_1825|0|-3,-3,-3
579269|GCF_020423365.1|NZ_JAERUG010000020.1_cds_WP_075271207.1_282|0|-2,-2,-2
256195|GCF_027359675.1|NZ_CP114786.1_cds_WP_269583579.1_143|0S|-1,-1,-1
272609|None|CP014267.1_cds_AMF84348.1_223|0|2,2,2
435345|GCF_001276715.1|NZ_LIUQ01000004.1_cds_WP_072160642.1_2981|0|1,1,1
204826|None|JAMWYS010000028.1_cds_MCO4293014.1_1863|0SS|2,2,2
589993|None|QTMI01000002.1_cds_RJV46083.1_1182|0|-1,-1,-1
884421|GCF_016827605.1|NZ_JAEPJQ010000002.1_cds_WP_203256782.1_1247|0S|-2,-2,-2
725246|None|PIPY01000013.1_cds_RUO57886.1_638|0|1,1,1
997410|GCF_015549505.1|NZ_JADMYZ010000001.1_cds_WP_021891181.1_525|0|-3,-2,-3
661997|GCF_026898155.1|NZ_CP114029.1_cds_OH818_RS05425_853|0|1,3,1
345387|GCF_035917015.1|NZ_JAPFBT010000002.1_cds_WP_325808137.1_1200|0S|1,1,1
475109|GCF_003439255.1|NZ_QSVB01000008.1_cds_WP_147331185.1_2934|0S|1,1,1
889767|GCF_000211295.1|NC_017519.1_cds_WP_014582522.1_44|0|3,3,3
627736|GCF_006494535.1|NZ_VHIQ01000003.1_cds_WP_140990030.1_1686|0|3,3,3
341664|GCF_024436435.1|NZ_JAFMZP010000004.1_cds_WP_256011455.1_3131|0S|-3,-3,-3
360524|GCF_025149125.1|NZ_CP102272.1_cds_WP_117777695.1_3668|0|1,1,1
453827|GCF_011044175.1|NZ_CP049057.1_cds_WP_164679681.1_1750|0|2,2,2
195376|None|SLWL01000019.1_cds_TCO09031.1_3204|0|1,1,1
109687|None|JACXAE010000028.1_cds_MBD2771764.1_1284|0|-3,-3,-3
946159|None|BLAD01000058.1_cds_GES02400.1_4461|0SS|1,1,1
730984|GCF_021531105.1|NZ_JAFBIN010000013.1_cds_WP_235417762.1_292|0|1,1,1
570075|None|BMFC01000001.1_cds_GGB91659.1_532|0|3,3,3
374751|None|FRBS01000004.1_cds_SHL65448.1_2785|0|-2,-2,-2
872992|GCF_900454855.1|NZ_UGTJ01000001.1_cds_WP_115153261.1_1001|0|-2,-2,-2
807019|None|JAATLK010000001.1_cds_NIZ47483.1_1178|0S|-1,-1,-1
344165|None|JAAQOM010000004.1_cds_NIA53595.1_4354|0S|2,2,2
236561|None|QVLY01000006.1_cds_RGE85833.1_2599|0|-2,-2,-2
140961|GCF_030521005.1|NZ_JASBOS010000008.1_cds_WP_303061141.1_2853|0|-1,-1,-1
903976|None|JANBBF010000010.1_cds_MCR3735276.1_2640|0|-1,-1,-1
659997|None|JAHOBK010000030.1_cds_MBV3177451.1_1859|0|-2,-2,-2
368473|GCF_003345255.1|NZ_CP029331.1_cds_WP_114650162.1_2716|0|1,1,1
64145|GCF_030167915.1|NZ_JARGNB010000002.1_cds_WP_284617357.1_3715|0SS|2,2,2
604792|GCF_022136625.1|NZ_JAKNFO010000017.1_cds_WP_022058117.1_963|0|3,3,3
455586|GCF_031296935.1|NZ_JAVDPD010000003.1_cds_WP_309396834.1_572|0|-2,-2,-2
388474|GCF_030161635.1|NZ_BSUO01000001.1_cds_WP_284305077.1_3489|0|2,2,2
961311|None|JADYTY010000032.1_cds_MCF2601777.1_1326|0|-2,-2,-2
342164|GCF_024436435.1|NZ_JAFMZP010000005.1_cds_WP_256012126.1_3659|0|-3,-3,-3
416852|GCF_021891195.1|NZ_JAKKXK010000012.1_cds_WP_008666388.1_261|0S|-2,-2,-2
153522|None|CP002305.1_cds_ADQ17989.1_2193|0|-2,-2,-2
477156|None|RKRF01000010.1_cds_RPF52269.1_2108|0|3,3,3
171313|GCF_003471195.1|NZ_QRIN01000038.1_cds_WP_118201061.1_1771|0|-3,-3,-3
629920|None|JAAGKM010000008.1_cds_MBW1618110.1_2766|0|2,2,2
526516|GCF_002335745.1|NZ_NIST01000001.1_cds_WP_096189715.1_4327|0|-2,-2,-2
677390|None|JAGFNY010000021.1_cds_MBW7570536.1_1262|0|-1,-1,-1
63200|None|JAHHUL010000010.1_cds_MBU7007181.1_2085|0|3,3,3
203809|GCF_027669605.1|NZ_JAQEDG010000002.1_cds_WP_117347022.1_1485|0|1,1,1
152213|GCF_010993775.1|NZ_WOTO01000007.1_cds_GNX96_RS62930_9470|0S|2,2,2
372826|None|FRBS01000002.1_cds_SHL34776.1_1779|0SS|2,2,2
374723|None|FRBS01000004.1_cds_SHL65187.1_2774|0|-3,-3,-3
999794|None|SOBT01000008.1_cds_TDU32046.1_1386|0|1,1,1
831761|GCF_020166515.1|NZ_JAINZT010000010.1_cds_WP_224491640.1_117|0S|-1,-1,-1
523155|None|NBAX01000009.1_cds_PNP92848.1_2346|0|1,1,1
639469|None|CP076020.1_cds_QWB99393.1_844|0|-1,-1,-1
898433|GCF_011761495.1|NZ_JAASRU010000019.1_cds_WP_167264033.1_2605|0|-2,-2,-2
196942|None|WBXW01000003.1_cds_NRP30565.1_2096|0|2,2,2
875150|GCF_900454855.1|NZ_UGTJ01000001.1_cds_WP_115153992.1_2141|0|-3,-3,-3
372809|None|FRBS01000002.1_cds_SHL34608.1_1772|0|2,2,2
309841|None|PIWO01000001.1_cds_PKE59757.1_699|0|-1,-1,-1
939721|GCF_003463485.1|NZ_QSDB01000037.1_cds_WP_100932119.1_2453|0|-3,-3,-3
416948|GCF_021891195.1|NZ_JAKKXK010000013.1_cds_WP_005848579.1_396|0|-1,-1,-1
422327|None|CP072599.1_cds_QTO56226.1_3843|0|2,2,2
650781|None|JAHQUX010000035.1_cds_MBU9914723.1_2497|0S|2,2,2
251975|GCF_038066715.1|NZ_JBBUKT010000002.1_cds_WP_341403835.1_1497|0|2,2,2
734866|None|JASOKU010000018.1_cds_MDK6830921.1_925|0|2,2,2
783340|GCF_036330325.1|NZ_JAZDRO010000001.1_cds_WP_330195526.1_981|0|-2,-2,-2
891286|GCF_014218805.1|NZ_JACJUV010000001.1_cds_WP_185232247.1_1133|0|-1,1,-1
795678|GCF_028368535.1|NZ_JAQNCF010000002.1_cds_WP_008371842.1_1303|0|-2,-2,-2
224724|GCF_019125565.1|NZ_JAHOBC010000001.1_cds_WP_003536895.1_850|0SS|1,1,1
197759|GCF_021531495.1|NZ_JADYTY010000001.1_cds_WP_235319782.1_527|0|3,3,3
956721|None|JADYTY010000001.1_cds_MCF2600041.1_616|0S|3,3,3
207944|GCF_900142675.1|NZ_FRBS01000002.1_cds_WP_011248701.1_1524|0S|3,3,3
201401|None|JAJPGJ010000001.1_cds_MCY2902655.1_6|0|-2,-2,-2
972611|GCF_030409775.1|NZ_JAUFQM010000001.1_cds_WP_160612915.1_1972|0|1,1,1
70841|GCF_031460935.1|NZ_JAVKUZ010000008.1_cds_WP_302677654.1_1090|0|3,3,3
647990|GCF_900169505.1|NZ_LT827021.1_cds_WP_080803235.1_2725|0|3,3,3
189093|None|CP049057.1_cds_QIE58936.1_979|0SS|-3,-3,-3
199928|GCF_001932535.1|NZ_CP017810.1_cds_WP_223248647.1_2108|0|1,1,1
335773|None|CAQM01000240.1_cds_CCQ60953.1_1362|0|1,1,1
866929|GCF_014196455.1|NZ_JACIDS010000004.1_cds_WP_183400195.1_3580|0SS|3,3,3
363470|GCF_003336675.1|NZ_QPII01000001.1_cds_WP_114477101.1_171|0|3,3,3
588854|None|KE148312.1_cds_EHL12452.1_1714|0|-3,-3,-3
646182|None|BMKN01000001.1_cds_GGE42137.1_721|0S|2,2,2
988373|GCF_024648885.1|NZ_JANBBF010000010.1_cds_WP_258936781.1_1946|0|-2,-2,-2
243890|GCF_022602235.1|NZ_JAKZKG010000003.1_cds_WP_241595260.1_1878|0|3,3,3
847240|None|WNJW01000003.1_cds_NEW67546.1_1162|0S|1,1,1
136900|None|VSFC01000050.1_cds_TYA53836.1_1653|0|2,2,2
991051|None|CP070743.1_cds_UCE62628.1_1377|0|-3,-3,-3
637366|None|CP076020.1_cds_QWC00441.1_470|0S|1,-2,1
274499|GCF_004360145.1|NZ_SAIT01000003.1_cds_WP_240686527.1_798|0|1,1,1
175152|None|JADKRS010000004.1_cds_MBF4618953.1_2523|0S|1,1,1
352001|None|FQXB01000002.1_cds_SHH09648.1_1328|0|-1,-1,-1
14713|GCF_024532035.1|NZ_CP088266.1_cds_WP_012298854.1_1261|0|1,1,1
773786|None|QOHG01000003.1_cds_RBY88695.1_3008|0S|3,3,3
45396|GCF_000023725.1|NC_013062.1_cds_WP_015805822.1_1046|0|2,2,2
988575|GCF_024648885.1|NZ_JANBBF010000011.1_cds_WP_258937379.1_2976|0|1,1,1
842604|None|RHRN01000001.1_cds_RRW22346.1_1338|0|1,1,1
